datetime,parsing_unixtime,card,region,dealerName,sell_id,car_url,price,description,image,bodyType,color,engine,engineDisplacement,enginePower,fuelType,mileage,productionDate,vehicleTransmission,Владельцы,ПТС,Привод,Руль,Состояние,Таможня,public_date,nview,model_name_full,equipment_dict,confDict,card_type,brand,model_name,model_name2,name,sellerName
2021-04-15 12:03:49.541494+03:00,1618477429.0,Haval F7 I, станция Сетуньстанция Рабочий Посёлок,Тойота Центр Кунцево,№ 1103009999,https://auto.ru/cars/used/sale/haval/f7/1103009999-1d7548fa/,1 525 000 ₽,"КОМПЛЕКТАЦИЯ: Elite,  ткань, климат, мультируль, камера заднего ходаКузов без окраса.Состояние нового авто!ТЕХНИЧЕСКИЙ ЦЕНТР КУНЦЕВО – официальный дилер!-У нас представлен широкий выбор автомобилей с пробегом.-Более 500 комплектов шин, дисков, колес в сборе.-Установка дополнительного оборудования и охранных комплексов.-Услуги станции технического обслуживания официального дилера!-Услуги страхования и кредитования, более 10 банков партнёров, возможность одобрения за час!___________________________________________________________ВСЕ АВТОМОБИЛИ ПРОШЛИ:∙ Криминалистическую и юридическую проверку,∙ Комплексную диагностику,∙ Вы получаете лист с официальным заключением о состоянии автомобиля.ДЛЯ ВАС:∙ Работает команда профессионалов,∙ Удобный подъезд с МКАД,∙ Большая парковка для клиентов,∙ Крытый шоу-рум.Комплектация:• Антиблокировочная система• Центральный замок• Круиз-контроль• Камера заднего вида• Датчик света• Датчик дождя• Регулировка сиденья водителя• Электростеклоподъемники передние и задние• Электропривод зеркал• Климат-контроль 1-зонный• Подогрев сидений водителя и пассажира• Обогрев зеркал• MP3• Мультифункциональное рулевое колесо• Тканевая обивка салона• Задние тонированные стекла• Противотуманные фары• Огни дневного хода",https://avatars.mds.yandex.net/get-autoru-vos/1687199/f75d76aeea4863699942b2ce245008ef/1200x900n,внедорожник 5 дв.,чёрный,2.0 л / 190 л.с. / Бензин,2.0 л , 190 л.с. , Бензин,49 380 км,2019,роботизированная,1 владелец,Оригинал,полный,Левый,Не требует ремонта,Растаможен,1 апреля,1128,Haval F7 I,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/1687199/f75d76aeea4863699942b2ce245008ef/1200x900', 'km-age': 49380, 'mark': 'HAVAL', 'markName': 'Haval', 'model': 'F7', 'modelName': 'F7', 'power': 190, 'price': 1525000, 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'ROBOT', 'type': 'suv', 'year': 2019}",{},Б/у,Haval,F7,I,2.0 AMT (190 л.с.) 4WD,
2021-04-15 12:03:49.254740+03:00,1618477429.0,Haval F7 I,Липецк,ГК Ринг Липецк Автомобили с пробегом,№ 1102420141,https://auto.ru/cars/used/sale/haval/f7/1102420141-e57a5750/,1 449 000 ₽,".Автомобиль продается официальным дилером ГК «РИНГ»Обратившись в нашу компанию, Вы всегда получите высочайший уровень обслуживания и целый ряд преимуществ:• Гарантированная скидка при обмене на все автомобили• Индивидуальные условия по кредитованию• Гарантия юридической чистоты• Мы не «скручиваем» пробег;• Мы не прячем крашеные элементы (проговариваем о них сразу);• Мы даем честный отчет по Тех. состоянию автомобилей (результат диагностики).Возможен ОБМЕН на Ваш автомобиль по системе TRADE-IN  - УСЛУГА TRADE-IN- примем Ваш автомобиль в зачет стоимости любого подержанного- продажа Вашего автомобиля по рыночной цене с нашей площадки- кредит на любой подержанный автомобиль на выгодных условиях- страхование автомобиля на месте ОСАГО и КАСКОНа все автомобили автосалон предоставляет гарантию юридической чистоты. Мы предоставляем кредит за ОДИН ЧАС всего по 2-м документам! Имея на руках паспорт, водительское удостоверение и первоначальный взнос не менее 30% от стоимости автомобиля, Вы можете уехать на новом автомобиле уже через 60 минут после подачи заявки прямо в нашем автосалоне!Автомобиль находится по адресу: г. Липецк, ул. 50 лет НЛМК вл. 22#cme600-0b6966e2-63cb-11eb-9d35-288023b42a9f",https://avatars.mds.yandex.net/get-autoru-vos/4395583/61a511287a3f6be76e14dc81ee874169/1200x900n,внедорожник 5 дв.,синий,1.5 л / 150 л.с. / Бензин,1.5 л , 150 л.с. , Бензин,19 990 км,2019,роботизированная,1 владелец,Оригинал,полный,Левый,Не требует ремонта,Растаможен,22 марта,1100,Haval F7 I,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/4395583/61a511287a3f6be76e14dc81ee874169/1200x900', 'km-age': 19990, 'mark': 'HAVAL', 'markName': 'Haval', 'model': 'F7', 'modelName': 'F7', 'power': 150, 'price': 1449000, 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'ROBOT', 'type': 'suv', 'year': 2019}",{},Б/у,Haval,F7,I,1.5 AMT (150 л.с.) 4WD,
2021-04-15 12:03:50.060391+03:00,1618477430.0,Haval F7 I, Сходненская,РОЛЬФ Северо-Запад | Автомобили с пробегом,№ 1102865011,https://auto.ru/cars/used/sale/haval/f7/1102865011-d1d0216d/,1 720 000 ₽,"Ваш выбор и Ваше время — наши главные приоритеты. Поэтому в РОЛЬФ Северо-Запад | Автомобили с пробегом мы предлагаем Вам индивидуальные условия на приобретение Haval F7 с пробегом.Специально для Вас:✅ Более 1 500 проверенных автомобилей с пробегом на площади 27 000 кв.м. ✅ Более 50 брендов в различных ценовых категориях.✅ Кредитование в более чем 10 банков-партнёров.✅ Все виды страхования автомобилей.✅ Услуги ГИБДД (поставка на учет, прекращение учета, сохранение государственных знаков).✅ Гарантия до 2 лет на автомобили различных марок.✅ Юридическая чистота и безопасность сделки.✅ Онлайн-консультация по интересующему вас автомобилю.✅ Онлайн-бронирование и предоплата автомобилей.✅ Дистанционно-бесконтактный осмотр автомобиля.✅ Запись на сервисное обслуживание.РОЛЬФ Северо-Запад | Автомобили с пробегом.⭐ №1 по продажам автомобилей с пробегом в России*по данным АвтоБизнесРевюМы рады видеть Вас ежедневно с 10:00 до 22:00 по адресу: Москва, 71-й километр, 16А, МКАД.",https://avatars.mds.yandex.net/get-autoru-vos/4762348/55e5d1af3f1292509e0441c41d203347/1200x900n,внедорожник 5 дв.,чёрный,2.0 л / 190 л.с. / Бензин,2.0 л , 190 л.с. , Бензин,1 807 км,2020,роботизированная,1 владелец,Оригинал,полный,Левый,Не требует ремонта,Растаможен,29 марта,1552,Haval F7 I,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/4762348/55e5d1af3f1292509e0441c41d203347/1200x900', 'km-age': 1807, 'mark': 'HAVAL', 'markName': 'Haval', 'model': 'F7', 'modelName': 'F7', 'power': 190, 'price': 1720000, 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'ROBOT', 'type': 'suv', 'year': 2020}",{},Б/у,Haval,F7,I,2.0 AMT (190 л.с.) 4WD,
2021-04-15 12:03:50.165165+03:00,1618477430.0,Haval H2 2014-2020,Краснодар,Fresh Auto,№ 1102963235,https://auto.ru/cars/used/sale/haval/h2/1102963235-ab2c5cae/,1 365 000 ₽,"Приобретался у официального дилера.1 владелец, оригинальный ПТС.Дополнительные опции: - Камера заднего вида - Люк- Электропривод водительского сиденья - Бесключевой доступ в салон и запуск двигателя - Датчики дождя и света - Раздельный климат-контроль- Круиз-контроль- Задние датчики парковки       911561..Кредит от 8%Первоначальный взнос от 0%Более 20 банков-партнеровВаш автомобиль может быть первоначальным взносомОформление за 30 минутПо двум документамБез справок и поручителейБез скрытых платежей и комиссийВозможна дистанционная подача заявки на кредитБолее подробная информация на сайте Fresh auto [hhecggb:09382]",https://avatars.mds.yandex.net/get-autoru-vos/4710094/a59ba0d47619542d345e1c2e89c1b56a/1200x900n,внедорожник 5 дв.,белый,1.5 л / 150 л.с. / Бензин,1.5 л , 150 л.с. , Бензин,4 634 км,2019,автоматическая,1 владелец,Оригинал,передний,Левый,Не требует ремонта,Растаможен,28 марта,347,Haval H2,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/4710094/a59ba0d47619542d345e1c2e89c1b56a/1200x900', 'km-age': 4634, 'mark': 'HAVAL', 'markName': 'Haval', 'model': 'H2', 'modelName': 'H2', 'power': 150, 'price': 1365000, 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': 'suv', 'year': 2019}",{},Б/у,Haval,H2,2014-2020,1.5 AT (150 л.с.),
2021-04-15 12:03:50.256946+03:00,1618477430.0,Haval H6 2014-2020,Пермь,Форвард-Авто Mitsubishi Пермь,№ 1103005188,https://auto.ru/cars/used/sale/haval/h6/1103005188-ac179e80/,1 249 900 ₽,"Только сегодня дополнительная скидка по программе ТРЕЙД-ИН! Подробности уточняйте у менеджеров в отделе продаж! -------------------------------------------------------------------------------------------------------- По запросу предоставим дополнительные видео, фото и всю необходимую информацию по автомобилю, в том числе полную диагностику..-1 владелец!-птс оригинал!-минимальный пробег!-чистый и ухоженный салон!-состояние нового автомобиля!-двухзонный климат контроль!-штатная мультимедиа!-передние и задние датчики парковки!-легкосплавные колесные диски!-противотуманные фары!-запуск автомобиля с кнопки!-полный привод!-высокий клиренс!-рейлинги!Дополнительная скидка от Форвард-Авто на данный автомобиль сегодня до 21:00.• Специальная цена на автомобиль.• Доступный кредит на покупку автомобиля - от 0% первого взноса.• Автомобиль прошел технический осмотр и юридическую экспертизу по 168 показателям экспертами «единого аналитического центра».• Принимаем Ваш автомобиль в зачет.Форвард-Авто продает автомобили с пробегом и ему доверяют более 1 000 000 клиентов в России.Подобрать подходящий автомобиль поможет профессиональная команда менеджеров, а профинансировать - надежные Банки-партнеры.#cmecMTEzMS1MR1dGRjRBNTdLRjcwMjI3MF81MmRkM2ZjMS05MTMyLTExZWItOGM5My0wMDA1OWEzYzdhMDA= [hhehaga:63834]",https://avatars.mds.yandex.net/get-autoru-vos/4376533/1dd48fe74abcf1568abbd32590b98abb/1200x900n,внедорожник 5 дв.,серебристый,1.5 л / 143 л.с. / Бензин,1.5 л , 143 л.с. , Бензин,26 500 км,2019,механическая,1 владелец,Оригинал,полный,Левый,Не требует ремонта,Растаможен,31 марта,53,Haval H6,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/4376533/1dd48fe74abcf1568abbd32590b98abb/1200x900', 'km-age': 26500, 'mark': 'HAVAL', 'markName': 'Haval', 'model': 'H6', 'modelName': 'H6', 'power': 143, 'price': 1249900, 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'MECHANICAL', 'type': 'suv', 'year': 2019}",{},Б/у,Haval,H6,2014-2020,1.5 MT (143 л.с.) 4WD,
2021-04-15 12:03:49.567736+03:00,1618477429.0,Haval H6 2014-2020,Челябинск,АВЕРС-АВТО DongFeng Челябинск,№ 1103045792,https://auto.ru/cars/used/sale/haval/h6/1103045792-2b7862fc/,1 325 000 ₽,"Автомобиль HAVAL H6 2019 года выпуска в комплектации 1.5 2WD 6AT Elite:_________________________________________- Автомобиль куплен в январе 2020 года;- 1 собственник;- Страна сборки - Китай;- ПТС оригинал;- Полный комплект ключей и документов вместе с машиной;- Лобовое стекло без трещин;- Заводское лакокрасочное покрытие;- Отличное техническое состояние._________________________________________Ключевые опции:Тип привода ПереднийКоличество мест 5Бензиновый двигатель 1.5 (143 л. с.)Ксеноновые фарыДатчики света и дождяЭлектропривод боковых зеркал с электроподогревомКожаная обивка салонаЛюк с электроприводомБесключевой доступКнопка запуска двигателяПередние и задние электрические стеклоподъемникиФронтальные, боковые подушки безопасности, подушки безопасности-шторкиДвухзонный климат-контрольКруиз-контрольЗадний парктроникКамера заднего видаБортовой компьютерАудиосистема (6 динамиков с управлением аудиосистемой на руле)Шины 225/65 R17_________________________________________На автомобиль дополнительно установлено: ковры салона (к-т), передние и задние брызговики (к-т), сигнализация с автозапуском, защита ДВС, дефлектора стекол (к-т), тонированные задние окна, тонированные задние окна, летние и зимние шины (к-т).Остались вопросы? С удовольствием будем рады Вам помочь!До встречи в автосалоне ""АВЕРС-АВТО"".",https://avatars.mds.yandex.net/get-autoru-vos/1907787/b810078764e828fe138ee2aac990eb0f/1200x900n,внедорожник 5 дв.,чёрный,1.5 л / 143 л.с. / Бензин,1.5 л , 143 л.с. , Бензин,21 811 км,2019,автоматическая,1 владелец,Оригинал,передний,Левый,Не требует ремонта,Растаможен,3 апреля,194,Haval H6,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/1907787/b810078764e828fe138ee2aac990eb0f/1200x900', 'km-age': 21811, 'mark': 'HAVAL', 'markName': 'Haval', 'model': 'H6', 'modelName': 'H6', 'power': 143, 'price': 1325000, 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': 'suv', 'year': 2019}","{'category': 'cars', 'mark': 'HAVAL', 'model': 'H6', 'state': 'used', 'class': 'J', 'type': 'suv', 'segment': 'MEDIUM', 'group': 'family', 'power': 143, 'year': 2014}",Б/у,Haval,H6,2014-2020,1.5 AT (143 л.с.),
2021-04-15 12:03:51.083067+03:00,1618477431.0,Haval F7 I,Сыктывкар,,№ 1102011244,https://auto.ru/cars/used/sale/haval/f7/1102011244-4b863266/,1 780 000 ₽,"Продаю автомобиль с мин. Пробегом. Состояние идеальное не требует вложений, все вопросы по телефону",https://avatars.mds.yandex.net/get-verba/1030388/2a0000016e20ecc8a0e7bc58fa787c4b6f91/cattouch,внедорожник 5 дв.,белый,2.0 л / 190 л.с. / Бензин,2.0 л , 190 л.с. , Бензин,6 673 км,2020,роботизированная,1 владелец,Оригинал,полный,Левый,Не требует ремонта,Растаможен,25 декабря 2020,929,Haval F7 I,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-verba/1030388/2a0000016e20ecc8a0e7bc58fa787c4b6f91/cattouch', 'km-age': 6673, 'mark': 'HAVAL', 'markName': 'Haval', 'model': 'F7', 'modelName': 'F7', 'power': 190, 'price': 1780000, 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'ROBOT', 'type': 'suv', 'year': 2020}",{},Б/у,Haval,F7,I,2.0 AMT (190 л.с.) 4WD,Частное лицо
2021-04-15 12:03:50.721730+03:00,1618477430.0,Haval H2 2014-2020, ПражскаяЮжная,АвтоПассаж Премиум Land Rover,№ 1102967100,https://auto.ru/cars/used/sale/haval/h2/1102967100-6642fbf4/,1 010 000 ₽,"Автомобиль Haval Н2  от официального дилера Jaguar Land Rover ООО ""Автопассаж Премиум"".Полный комплект всех ключей и документов. Гарантия юридической чистоты и прозрачности сделки.Мы гарантируем, что автомобиль не находится в розыске и не является предметом залога.Мы поможем обменять Ваш автомобиль на максимально выгодных для вас условиях.Наши специалисты помогут Вам подобрать оптимальные условия по приобретению автомобиля в том числе и с учетом Trade-in, кредита и прочих условий.Мы не являемся посредниками: принимая ваш автомобиль в счет стоимости вашего будущего авто, мы заключаем договор купли-продажи с переходом права собственности.Приезжайте за своим новым автомобилем с пробегомКомплектация:• Антиблокировочная система• Подушки безопасности• Система крепления детских автокресел• Сигнализация• Иммобилайзер• Центральный замок• Бортовой компьютер• Круиз-контроль• Парктроник• Камера заднего вида• Усилитель руля• Климат-контроль• Тканевая обивка салона",https://avatars.mds.yandex.net/get-autoru-vos/4763630/39b985d3704864f22d3fb5a630afc1da/1200x900n,внедорожник 5 дв.,коричневый,1.5 л / 150 л.с. / Бензин,1.5 л , 150 л.с. , Бензин,42 288 км,2016,автоматическая,1 владелец,Оригинал,передний,Левый,Не требует ремонта,Растаможен,28 марта,884,Haval H2,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/4763630/39b985d3704864f22d3fb5a630afc1da/1200x900', 'km-age': 42288, 'mark': 'HAVAL', 'markName': 'Haval', 'model': 'H2', 'modelName': 'H2', 'power': 150, 'price': 1010000, 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': 'suv', 'year': 2016}",{},Б/у,Haval,H2,2014-2020,1.5 AT (150 л.с.),
2021-04-15 12:03:51.662112+03:00,1618477431.0,Haval H2 2014-2020,Стерлитамак,Автосеть РФ Стерлитамак,№ 1102856375,https://auto.ru/cars/used/sale/haval/h2/1102856375-6752de27/,1 087 000 ₽,У автомобиля было всего два владельца.Оригинальный ПТС.Хорошее техническое состояние узлов и агрегатов.Комплектация и дополнительные опции автомобиля:  • Антиблокировочная система (ABS)  • Антипробуксовочная система (ESP)  • Подушки водителя  • Подушки переднего пассажира  • Подушки боковые  • Фары галогеновые  • Противотуманные фары  • Обогрев зеркал  • Подогрев сидений передние  • Подогрев стекол заднее  • Круиз-контроль  • Парктроники  • задние  • Датчик дождя  • Датчик света  • Климат 2х-зонный  • CD  • MP3  • NAVI  • Электростеклоподъёмники  • передние  • Электростеклоподъёмники  • задние  • Гидроусилитель руля (ГУР)  • Эл привод зеркал  • Люк  • Обивка салона кожа  • Регулировка сидений по высоте  • Регулировка сидений электропривод  • Релинги  • Бортовой компьютер  • Тонированные стекла  • Центральный замок  • Сигнализация с автозапуском  • Камера заднего вида.Без первоначального взноса. Скидка до 10% при сдаче авто в трейд-ин.Автомобиль прошел техническую проверку по 185 пунктам:   • внешний осмотр по 45 пунктам;   • внутренний осмотр по 35 пунктам;   • комплектация и доп.опции - 50 пунктов;   • моторный отсек  - 22 пункта;   • ходовые качества - 33 пункта.Юридическая проверка по  базам:   • на предмет ограничений/запретов на регистрационные действия;   • проверка на нахождение в розыске/угоне;   • проверка на участие в ДТП;   • на предмет нахождения автомобиля в реестре залогового имущества;   • на предмет имеющихся исполнительный производств на предыдущего собственника ТС.Изучена история обслуживания ТС. ТС проверенно на корректировку пробега.Группа компаний Автосеть РФ,https://avatars.mds.yandex.net/get-autoru-vos/4391738/c704d32e0badbb3e1269da674e9c21c4/1200x900n,внедорожник 5 дв.,красный,1.5 л / 150 л.с. / Бензин,1.5 л , 150 л.с. , Бензин,52 000 км,2019,механическая,2 владельца,Оригинал,полный,Левый,Не требует ремонта,Растаможен,27 марта,582,Haval H2,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/4391738/c704d32e0badbb3e1269da674e9c21c4/1200x900', 'km-age': 52000, 'mark': 'HAVAL', 'markName': 'Haval', 'model': 'H2', 'modelName': 'H2', 'power': 150, 'price': 1087000, 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'MECHANICAL', 'type': 'suv', 'year': 2019}",{},Б/у,Haval,H2,2014-2020,1.5 MT (150 л.с.) 4WD,
2021-04-15 12:03:51.913184+03:00,1618477431.0,Haval H9 I Рестайлинг, ОктябрьскаяРечной вокзал,Прайм Авто на Шевченко,№ 1103002429,https://auto.ru/cars/used/sale/haval/h9/1103002429-fbdc08af/,2 610 000 ₽,"Выгодная покупка в автокредит: ✔ Автокредит за 🕐 один час без первоначального взноса✔ Ставка по автокредиту от 7,9% 💰✔ Без КАСКО и скрытых комиссий ⛔✔ Дистанционная подача и одобрение кредита 📱✔ Максимальный срок кредита - 7 лет 📆✔ Оформление по любым двум документам 📝✔ Без первоначального взноса (также Ваш авто может быть первоначальным взносом) 🚗✔ Более 20 банков партнеров 🏦 По автомобилю: - Состояние нового автомобиля- На гарантии до 2022 года- Обслуживание у диллера- Максимальная комплектация Преимущества работы с Прайм Авто: ✔ Только проверенные автомобили с пробегом ✅✔ Более 400 автомобилей в наличии 💯✔ Гарантия юридической чистоты ✅✔ Гарантия финансовой прозрачности сделки ✅✔ Помощь в постановке автомобиля на учет в ГИБДД 🚘✔ Помощь в реализации Вашего автомобиля 🏷️✔ Срочный выкуп в течении 30 минут Вашего автомобиля 💵✔ Обмен Вашего автомобиля по системе TRADE-IN🚗➡️🚙",https://avatars.mds.yandex.net/get-autoru-vos/4721967/6796ce3dac3d9a22a8313336b1c4919d/1200x900n,внедорожник 5 дв.,чёрный,2.0 л / 245 л.с. / Бензин,2.0 л , 245 л.с. , Бензин,37 000 км,2019,автоматическая,1 владелец,Оригинал,полный,Левый,Не требует ремонта,Растаможен,31 марта,680,Haval H9 I Рестайлинг,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/4721967/6796ce3dac3d9a22a8313336b1c4919d/1200x900', 'km-age': 37000, 'mark': 'HAVAL', 'markName': 'Haval', 'model': 'H9', 'modelName': 'H9', 'power': 245, 'price': 2610000, 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': 'suv', 'year': 2019}",{},Б/у,Haval,H9,I Рестайлинг,2.0 AT (245 л.с.) 4WD,
2021-04-15 12:03:51.370592+03:00,1618477431.0,Haval F7x I,Новороссийск,Юг-Авто Эксперт Новороссийск,№ 1102977071,https://auto.ru/cars/used/sale/haval/f7x/1102977071-ec1a601c/,1 765 000 ₽,"Для вашего удобства мы сотрудничаем более чем с 15 банками и страховыми компаниями, которые предоставят вам лучшие условия при покупке в нашем Автосалоне и при обмене вашего автомобиля по программе Trade-in вам гарантирована лучшая скидка и условия.Хорошее техническое состояние всех систем и узлов.У автомобиля один владелец.Автомобиль в хорошей комплектации с дополнительно установленными опциями:- подушки безопасности - электропривод зеркал- электростеклоподъемники- подогрев сидений- климат контроль- камера- мультируль- датчик дождя- запуск с кнопки- электропривод сиденийУ нашего продавца-консультанта можете запросить дополнительные фото и видео данного автомобиля. Эту машину продает компания Юг-Авто, так что можете быть уверены, документы и сам автомобиль в полном порядке. Наши специалисты осмотрели кузов и салон, провели полную техническую диагностику. Мы ждем Вас в нашем дилерском центре и гарантируем лучшие условия и персональный подход. Юг-Авто - хорошие автомобили по выгодным ценам покупают у нас!Мы работаем для вас и с удовольствием вам поможем: наши менеджеры проконсультируют по наличию и цене авто; вы узнаете больше о наших антикризисных предложениях по различным программам; мы предложим вам расчёт и онлайн одобрение кредита; online оформим страховку.Звоните сейчас и получите персональное предложение от официального дилера компании Юг-Авто! [hhedgeh:64302]",https://avatars.mds.yandex.net/get-autoru-vos/4337654/d07ed0a899963031a38ff4a4b430b598/1200x900n,внедорожник 5 дв.,синий,2.0 л / 190 л.с. / Бензин,2.0 л , 190 л.с. , Бензин,10 999 км,2020,роботизированная,1 владелец,Оригинал,полный,Левый,Не требует ремонта,Растаможен,29 марта,373,Haval F7x I,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/4337654/d07ed0a899963031a38ff4a4b430b598/1200x900', 'km-age': 10999, 'mark': 'HAVAL', 'markName': 'Haval', 'model': 'F7X', 'modelName': 'F7x', 'power': 190, 'price': 1765000, 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'ROBOT', 'type': 'suv', 'year': 2020}",{},Б/у,Haval,F7x,I,2.0 AMT (190 л.с.) 4WD,
2021-04-15 12:03:49.772716+03:00,1618477429.0,Haval H6 2014-2020,Ногинск,,№ 1103181381,https://auto.ru/cars/used/sale/haval/h6/1103181381-60761a21/,1 340 000 ₽,Состояние нового авто.Реальный пробег 21000км.Куплен в конце января 2019года за наличные .На официальной гарантии.В максимальной комплектации.Помощь в продаже не нужна!!!!,https://avatars.mds.yandex.net/get-autoru-vos/3906174/7b16a48541fa637a5606d9ec1d58f135/1200x900n,внедорожник 5 дв.,белый,1.5 л / 143 л.с. / Бензин,1.5 л , 143 л.с. , Бензин,21 000 км,2018,механическая,1 владелец,Оригинал,полный,Левый,Не требует ремонта,Растаможен,14 апреля,80,Haval H6,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/3906174/7b16a48541fa637a5606d9ec1d58f135/1200x900', 'km-age': 21000, 'mark': 'HAVAL', 'markName': 'Haval', 'model': 'H6', 'modelName': 'H6', 'power': 143, 'price': 1340000, 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'MECHANICAL', 'type': 'suv', 'year': 2018}","{'category': 'cars', 'mark': 'HAVAL', 'model': 'H6', 'state': 'used', 'class': 'J', 'type': 'suv', 'segment': 'MEDIUM', 'group': 'family', 'power': 143, 'year': 2014}",Б/у,Haval,H6,2014-2020,1.5 MT (143 л.с.) 4WD,DDV076
2021-04-15 12:03:52.717418+03:00,1618477432.0,Haval F7x I, ПарнасПроспект Просвещения,Chery Центр Санкт-Петербург Выборгский,№ 1102440617,https://auto.ru/cars/used/sale/haval/f7x/1102440617-59e97450/,1 649 000 ₽,"Автомобиль был приня в зачет при покупке нового HAVAL . 1 ВЛАДЕЛЕЦ .Обслуживался у оф.дилера. Отличное техническое состояние!!! Хорошая комплектация с  камерой заднего вида!!       Группа компаний «Элан-Моторс» официальный дилер представляет на автомобильном рынке Санкт-Петербурга и Северо-Западного федерального округа бренды CHERY, HAVAL, LIFAN, ZOTYE, DFM, JAC MOTORS, УАЗ   -КРЕДИТ   7,9% годовых - НИЖЕ ПОТРЕБИТЕЛЬСКОГО КРЕДИТА!!!  - На данный автомобиль действует скидка при покупке в кредит.   - В нашем автоцентре Вы можете воспользоваться одной из нескольких выгодных программ автокредитования от банков-партнеров. Кредит предоставляется банком партнером: взнос от 0% сроком до 7 лет, валюта кредита - рубли, сумма кредита - до 3-х млн руб.  Документы, необходимые для рассмотрения - паспорт и водительское удостоверение( или любой другой документ).  - При обмене Вашего автомобиля по программе Trade-IN в нашем автоцентре предоставляется дополнительная скидка.    - Уникальная расширенная гарантия до 2 лет на двигатель и КПП.   - Более подробную информацию Вы можете получить в отделе продаж или по телефону.   - Ждём Вас по адресу: г. Санкт-Петербург, Выборгское ш.27.. [hgiigcf:28861]",https://avatars.mds.yandex.net/get-autoru-vos/4194268/799a10eea4c5615e6dad7f5fa201e5cf/1200x900n,внедорожник 5 дв.,синий,2.0 л / 190 л.с. / Бензин,2.0 л , 190 л.с. , Бензин,5 506 км,2020,роботизированная,1 владелец,Оригинал,полный,Левый,Не требует ремонта,Растаможен,10 февраля,6194,Haval F7x I,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/4194268/799a10eea4c5615e6dad7f5fa201e5cf/1200x900', 'km-age': 5506, 'mark': 'HAVAL', 'markName': 'Haval', 'model': 'F7X', 'modelName': 'F7x', 'power': 190, 'price': 1649000, 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'ROBOT', 'type': 'suv', 'year': 2020}",{},Б/у,Haval,F7x,I,2.0 AMT (190 л.с.) 4WD,
